GeneID	GSM7887562	GSM7887563	GSM7887564	GSM7887565	GSM7887566	GSM7887567
9651	53	53	71	47	31	39
55229	890	886	898	991	990	994
388585	0	0	0	0	0	0
115110	6	5	3	7	10	6
8764	23	26	32	29	24	29
100996583	2	1	0	2	1	0
127281	526	487	518	441	411	446
79258	81	76	81	66	62	60
105378597	9	16	17	12	10	14
100287898	62	81	84	93	105	89
105378603	0	0	0	0	0	0
105378602	0	0	0	0	0	0
105378601	0	0	0	0	0	0
112268220	0	0	0	0	0	0
107985732	0	0	0	0	0	0
105378600	0	0	0	0	0	0
105378598	2	0	0	0	0	0
107984904	0	0	0	0	0	0
105378599	0	0	0	0	0	0
140625	0	1	0	0	0	0
440556	200	185	203	263	265	290
63976	356	350	378	329	336	353
100422968	1	0	0	0	0	0
105378606	1	6	5	8	3	4
107984909	4	0	9	4	1	5
105378605	0	2	0	2	2	0
105378604	33	31	36	36	35	37
27237	610	662	773	658	646	678
1953	693	673	839	581	524	579
105378608	0	0	3	2	1	3
693135	0	0	0	0	0	0
105378607	0	0	0	1	0	0
127262	752	724	757	637	636	677
49856	227	218	216	242	290	285
7161	110	108	134	121	109	142
105378610	0	0	0	0	0	0
105378609	0	0	0	0	0	0
57212	818	773	917	980	912	1016
148870	15	25	18	38	36	36
388588	239	197	285	275	295	302
57470	1870	1810	1894	1938	1961	1924
9731	629	589	539	626	611	610
1677	94	83	75	74	65	86
107984910	2	10	2	4	3	6
339448	330	285	283	283	311	290
100133612	4	7	2	7	9	13
728716	0	0	0	0	0	0
105376672	0	0	0	1	0	1
105376673	0	0	0	0	0	0
284661	0	0	0	0	0	0
105376674	0	0	0	0	0	0
105376679	0	0	0	0	0	0
107985376	0	0	0	0	0	0
55966	9	14	12	10	9	13
105376680	0	0	0	0	0	0
102724429	0	0	0	0	0	0
105376681	0	0	0	0	0	0
105376682	0	0	0	0	0	0
107984911	0	0	0	0	0	0
105376686	0	0	0	0	0	0
100616421	0	0	0	0	0	0
261734	156	152	171	138	126	134
8514	82	81	79	80	93	98
26038	7	4	2	10	5	15
105376687	0	0	0	0	0	0
6146	7724	8081	7094	7360	7007	6902
107985733	112	109	120	126	109	106
102724450	31	22	29	27	37	33
388591	935	849	930	851	801	834
23463	1783	1722	1625	1649	1742	1683
148645	8	18	16	9	8	15
390992	0	0	0	0	0	0
387509	194	192	212	394	377	407
11332	457	491	543	434	427	392
54626	162	159	176	431	398	460
83715	215	213	275	233	228	266
100422975	0	0	0	0	0	0
8718	117	129	175	195	173	175
57449	749	661	908	842	781	784
79707	430	411	361	375	352	390
80835	0	1	0	0	2	0
107984912	0	0	0	0	1	0
3104	280	251	335	283	342	308
9903	1724	1734	1938	1984	1963	2001
107984913	31	29	17	20	26	17
148479	638	705	610	523	525	529
90326	464	469	521	584	549	597
55735	1416	1213	1326	1443	1490	1570
100505887	0	0	0	0	0	0
110841581	5	12	8	12	5	8
23261	889	897	828	837	764	865
105376692	0	0	0	0	0	0
102725193	0	0	0	0	0	0
101928836	0	0	0	0	0	1
105376691	3	0	1	4	1	0
105376689	14	8	17	19	23	17
9341	1633	1789	1515	1770	1655	1501
8863	682	720	607	522	506	520
10911	1	1	1	1	0	0
3604	8	6	7	6	8	10
11315	3667	3655	3593	3288	3365	3310
54206	4098	4021	3349	4559	4260	4274
107984915	2	0	0	0	1	0
102724539	0	1	2	2	1	1
105376695	0	0	0	0	1	0
50651	18	32	16	47	55	51
473	2072	1946	2146	2012	1919	2113
102724552	2	1	3	2	7	1
106632271	0	0	0	0	0	0
2023	79820	78141	80514	85667	92650	91189
102465436	40	65	5	1	39	1
100505975	7	8	13	8	13	13
112268261	0	1	0	0	0	0
765	0	0	0	0	0	0
155184	0	0	0	0	0	0
6518	22	19	22	16	14	14
80045	193	204	183	166	137	172
106614088	93	69	61	602	612	669
407040	1	2	2	11	7	7
102724571	4	10	15	71	67	57
9563	1423	1377	1355	1468	1361	1445
80176	242	226	249	281	274	277
100506022	5	6	5	9	5	3
84275	336	320	271	321	269	285
199953	464	480	518	561	578	538
107985734	5	4	3	5	4	5
105376712	0	0	0	0	0	0
5293	107	98	88	101	95	113
644997	0	0	0	0	0	0
101929074	27	22	31	28	20	35
22883	2387	2292	2477	2263	2223	2474
56998	784	776	835	963	925	973
105376717	50	57	69	63	74	73
84328	1039	1031	882	910	813	813
64802	493	516	384	627	608	605
113391335	3	3	3	1	3	1
100847055	0	0	2	0	0	1
116362	13	16	14	11	16	13
10277	1503	1420	1390	1290	1173	1270
23095	1926	1925	1762	1879	1768	1796
105376725	3	0	3	2	0	3
5226	3266	3335	3393	3297	3402	3501
100526739	70	53	56	47	38	38
378708	70	53	56	46	36	38
1325	9	4	5	8	11	9
1676	1304	1279	1289	1610	1679	1769
5195	458	429	541	551	533	524
54897	968	835	946	1040	1074	1092
105376733	0	0	0	0	0	0
105376735	0	0	0	0	0	0
148345	9	8	1	7	11	6
23435	2622	2568	2291	2223	2149	1999
10747	156	144	96	152	118	125
6723	521	533	655	554	536	615
5394	1706	1564	1475	1476	1479	1593
105376736	32	28	27	38	45	37
2475	1843	1714	1760	1762	1873	1932
100873935	29	33	27	31	29	36
10218	2	2	1	0	2	0
29914	443	456	460	477	482	476
105376737	0	0	0	0	0	0
105376739	0	0	1	0	0	0
105376740	0	0	1	1	2	0
57540	12	11	11	7	3	8
112268221	1	0	1	0	1	1
101929181	0	0	0	0	0	0
26232	1039	1033	1213	1123	1126	1060
93611	682	628	776	829	784	874
26270	112	109	116	123	133	144
10459	758	689	805	689	734	745
374946	44	51	49	68	72	62
57085	344	317	402	406	394	433
284498	220	226	238	234	244	258
102724659	1	1	1	0	0	0
4524	1024	961	1046	1083	1080	1166
1185	813	789	760	618	646	694
100379251	279	301	277	484	508	490
4878	479	503	561	1100	1111	1111
4879	358	317	372	604	673	616
26829	0	0	0	0	0	0
90231	1048	1050	1242	1539	1568	1665
5351	7496	7128	7892	7069	7124	7271
9927	6343	6144	6861	7219	7237	7307
60672	234	235	304	398	429	405
102466982	1	0	1	1	1	0
943	1	1	1	2	0	0
102465836	0	0	0	1	1	1
7133	10	10	13	8	10	6
100616438	0	0	0	0	0	0
107984917	0	0	0	0	0	0
55187	1216	1109	1024	1103	1054	1196
677885	5	4	5	6	3	6
105376744	0	1	2	0	0	0
9249	222	220	232	273	275	235
102466722	1	0	2	0	4	0
343066	0	1	0	0	1	0
126767	0	0	0	0	0	0
93190	0	0	0	0	0	0
390999	0	0	1	1	0	0
65121	0	0	1	0	0	5
105376745	0	0	0	0	0	0
440560	0	0	0	0	0	0
343069	1	0	1	0	0	1
65122	0	1	0	1	0	0
400735	0	0	0	0	0	0
343071	0	0	0	0	0	0
441871	0	0	0	2	0	0
440561	0	0	0	1	0	1
101929983	0	0	0	0	0	0
649330	0	0	0	0	0	0
441873	0	0	0	0	0	0
649324	0	0	0	0	1	0
440563	0	0	0	0	0	0
645354	0	0	0	0	1	0
645359	0	0	0	0	0	0
101060301	0	0	0	0	0	0
343070	0	0	0	0	0	1
400736	0	0	0	0	0	0
391003	0	0	0	0	1	0
343068	0	0	0	0	0	0
391002	0	0	0	1	0	0
645382	0	0	0	0	0	0
653619	0	0	0	0	0	0
729528	0	0	0	0	0	0
645414	0	0	0	0	0	0
391004	0	0	0	0	0	0
645425	0	0	0	0	0	0
126755	25	25	23	66	65	76
102724856	6	9	7	14	14	15
107984918	2	1	0	6	5	5
10630	550	491	480	548	490	460
107984919	0	1	2	0	1	0
105378612	0	0	1	0	0	0
105376756	0	0	0	0	0	0
7799	988	964	891	852	871	902
23254	739	706	732	757	749	802
107985467	0	0	0	0	0	0
107985468	0	0	0	0	0	0
105376762	1	0	0	0	0	0
105376759	1	0	1	2	2	3
107985469	4	3	3	2	1	1
200197	386	348	366	363	379	374
55092	1333	1289	1324	1190	1269	1340
727684	4	2	4	3	1	1
114827	19	22	18	11	20	21
101927417	5	2	6	4	4	5
101927441	13	20	10	16	13	9
79180	4267	4210	4859	5280	5146	5424
11330	10	1	2	5	1	3
63036	0	3	1	7	1	2
105376767	8	5	6	2	2	6
51032	20	25	19	15	15	20
842	2453	2384	2409	2631	2922	2870
23341	592	620	530	700	568	627
107397391	0	0	0	0	0	1
79814	31	35	35	30	49	39
84301	1067	1127	956	1054	933	998
6248	168	176	148	162	166	158
23207	1626	1558	1850	1768	1798	1974
284723	22	20	27	26	24	27
110806303	1	1	2	0	1	1
388595	2	3	2	3	2	4
54751	3767	3667	3862	3844	3964	3988
440567	121	138	147	109	96	90
729614	171	149	136	213	200	191
23013	1178	1097	1190	1179	1109	1235
7709	446	422	503	509	483	504
149563	1	1	3	1	3	1
27129	37351	36403	38312	46373	46989	48245
1187	49	43	57	61	70	58
1188	211	225	246	86	103	116
348487	87	82	92	68	85	75
1969	955	1012	1112	1932	1873	1941
101927479	30	25	20	29	24	32
128272	821	795	876	692	643	661
101927546	20	32	21	26	22	27
79363	62	53	66	72	78	81
54455	842	942	827	922	946	929
26099	1833	1771	2067	1863	1836	1854
374955	810	829	781	807	811	833
55707	570	620	597	652	570	603
107984921	48	47	52	55	43	52
114819	169	181	177	205	170	159
26871	0	1	0	0	0	0
107985757	0	0	0	0	0	0
100132147	1	0	2	0	1	2
107985758	0	0	0	0	0	0
7195	0	0	0	0	0	0
55672	573	525	526	473	470	459
105376794	202	188	208	189	190	192
84809	102	90	88	93	101	93
11209	28	44	52	36	33	43
107985736	9	9	6	13	5	7
26869	0	0	0	0	0	0
107985759	0	0	0	0	0	0
284729	10	7	12	4	7	10
100189045	0	0	0	0	0	0
6060	0	0	0	0	0	0
11223	34	34	46	40	36	34
100500876	0	0	0	0	0	0
100189298	0	0	0	0	0	0
112267871	2	4	4	4	2	2
7193	0	0	0	0	0	0
100189183	0	0	0	0	0	0
105376805	105	90	118	87	99	105
791226	0	0	0	0	0	0
26870	0	0	0	0	0	0
9696	385	329	469	470	450	470
4237	1490	1416	1606	1391	1430	1520
105376806	406	372	404	369	357	377
23400	646	612	746	794	807	861
6390	2627	2583	2377	2740	2921	2861
11240	49	31	43	48	34	33
105376808	0	0	0	0	0	0
400743	0	0	0	0	0	0
29943	2	1	6	2	2	4
51702	0	0	0	0	2	0
100616188	0	0	0	0	0	0
23569	0	0	1	0	0	0
353238	0	0	0	0	0	1
55920	1403	1397	1444	1472	1391	1503
55160	808	804	940	912	936	911
107984028	85	83	71	57	44	71
81569	8	17	8	6	8	4
105376809	0	0	0	0	0	0
105376812	0	0	0	0	0	0
101927876	0	0	0	0	0	0
84966	13	11	13	4	2	5
105376814	0	0	0	0	0	0
127707	13	21	16	84	62	67
5081	0	0	0	1	1	0
80834	1	1	0	1	0	1
8659	1459	1392	1616	1814	1839	1890
100616120	1	0	0	0	0	0
100302276	0	2	0	0	0	1
126917	415	425	416	357	380	374
105376815	0	0	0	0	0	0
23352	7851	7126	7257	7985	7843	8294
101927895	86	85	89	117	126	116
23065	1210	1132	1107	1333	1362	1258
51154	648	581	604	613	657	617
246181	5	12	5	8	8	3
22977	22	29	30	9	13	13
100506730	93	61	78	59	48	70
8574	832	874	867	835	826	811
54896	331	336	341	357	348	369
832	3232	3282	3135	2849	2802	3023
105376819	0	0	1	1	1	0
105376818	0	0	0	0	0	0
105376817	0	2	0	1	0	0
105378614	1	0	0	3	1	1
440574	1485	1465	1475	1348	1389	1378
100532736	606	611	607	609	567	558
644068	45	38	46	41	49	45
4681	80	76	90	52	50	54
3362	0	0	1	1	1	3
255104	320	307	335	260	300	292
54546	5	4	4	3	1	1
105376823	0	0	0	0	0	0
23252	411	437	343	381	360	358
30814	0	0	0	0	0	0
5320	10	7	9	12	6	14
5322	5	1	5	1	2	3
26279	0	0	0	0	0	0
64600	0	0	1	0	1	0
391013	0	0	0	0	0	0
127733	27	41	26	25	23	17
101928017	2	5	1	1	1	1
105376825	1	0	1	0	1	0
105376826	0	0	1	1	0	0
105376827	0	0	0	0	0	0
105376828	0	0	0	0	0	0
127731	0	0	2	0	0	0
339505	0	0	0	0	0	0
55450	145	181	156	207	178	144
79594	981	971	1137	1187	1197	1172
163933	39	39	57	26	36	35
978	0	2	0	1	3	1
65018	1171	1177	1286	1306	1323	1384
102464833	32	30	22	46	60	64
100861548	938	945	979	932	925	947
1650	4781	4532	4890	4648	4676	4977
57576	8	9	9	8	10	13
400745	12	7	12	11	9	8
112268222	265	265	245	202	176	177
50809	1807	1741	1584	1318	1135	1272
8672	1533	1384	1260	1575	1562	1650
105376830	2	1	0	1	0	1
105376829	0	0	0	2	1	1
100302155	0	0	0	0	1	0
1889	7580	7150	7630	6412	6351	6441
100506801	4	2	2	8	8	12
105376832	0	0	0	0	0	0
84224	188	212	183	133	158	162
249	99	104	124	119	115	136
105376834	0	0	0	0	0	0
5909	230	228	237	128	118	149
84196	1290	1312	1023	1121	1061	1080
401944	1050	963	1228	1349	1447	1394
3339	11144	9926	12469	15320	14902	16072
23436	0	0	0	0	0	0
10136	0	0	0	2	0	0
101928043	5	9	6	10	8	6
29092	136	149	155	198	182	169
112268223	5	4	4	5	3	3
998	5628	5580	4795	4944	4807	4453
54361	552	572	598	447	408	451
105376845	22	22	23	30	19	30
105376850	2	1	3	0	0	1
107985377	0	0	1	0	0	0
100616433	0	0	0	0	0	0
105376856	1	1	2	1	1	0
9923	843	745	772	783	800	772
2046	6	3	8	2	6	7
102466615	0	0	0	0	0	0
712	0	0	0	0	0	0
714	0	0	0	0	0	0
713	0	0	0	0	0	0
2048	339	278	325	338	344	325
100616391	0	0	0	0	0	0
100422914	11	7	7	11	7	9
646262	0	1	0	0	0	0
729059	2	1	1	0	1	1
23028	2253	2207	2052	1915	1944	1985
100422866	0	0	0	0	0	0
7798	1419	1411	1308	1369	1398	1377
3352	21	14	12	32	22	29
100996511	79	107	72	59	51	48
10236	2548	2463	2364	2107	1910	1965
80818	1737	1852	1532	2021	2057	1933
148898	156	174	176	201	192	206
6920	2186	2196	2283	1352	1426	1494
55616	971	915	948	1059	1045	1018
1870	57	60	40	33	34	51
101928163	0	1	2	1	1	1
105376859	11	7	7	6	11	7
3399	1142	1065	1313	1247	1323	1283
107984928	3	2	1	0	2	3
259283	2	1	2	0	1	1
6135	16871	16916	16974	15020	14751	15364
6924	1132	1069	1015	1046	1020	1123
100506963	152	150	129	125	130	146
57095	914	940	862	840	887	790
105376860	191	190	180	244	258	237
11313	1428	1526	1639	1949	2095	2069
2582	869	867	911	1149	1062	1144
3155	787	741	741	940	999	1013
105376861	1	0	4	0	0	0
2517	380	347	316	411	390	427
1269	0	1	0	0	0	2
107984929	0	0	0	0	0	0
100616492	0	0	0	0	0	0
55629	1731	2048	1568	1662	1488	1317
10772	1635	1820	1511	1527	1335	1194
105378615	0	0	0	0	0	0
105376863	0	1	1	0	1	0
107984931	3	3	2	8	4	6
127294	123	104	130	162	170	157
107985737	1	1	0	2	3	3
105376864	20	15	15	27	30	27
58985	5	2	6	1	4	5
163702	384	379	366	330	292	288
284632	0	0	0	0	0	0
105376871	9	15	11	5	8	8
57822	907	859	856	785	764	829
90529	84	79	77	55	63	53
57185	510	453	420	505	450	455
100750325	2	1	4	2	2	2
11123	365	391	337	343	320	305
100506985	17	22	19	10	14	11
400746	21	12	6	7	12	14
10250	2381	2341	2209	2422	2263	2421
25932	6068	7390	5782	6840	6356	5628
105376876	0	0	0	1	0	0
864	78	80	67	59	39	60
102465437	0	0	0	0	0	0
107984932	0	0	0	0	0	0
105376878	25	30	30	12	9	9
100616365	1	0	0	0	0	0
105376879	0	1	0	0	1	0
25949	999	1011	1027	872	850	800
57035	1090	1164	1092	1151	950	901
105376882	1	0	1	0	0	0
6007	16	12	12	14	12	10
23585	934	916	832	877	863	876
6006	342	389	280	321	286	300
55219	525	517	464	509	448	469
26119	600	585	628	839	786	842
57134	833	887	850	1331	1330	1250
57190	2274	2145	2244	2494	2566	2702
56181	2033	2101	1984	2099	2257	2176
646471	434	416	432	460	465	514
79000	358	350	283	320	318	326
164091	634	604	654	822	758	794
3925	4884	5174	4289	2594	2517	2384
100500808	339	336	362	174	175	205
105376885	0	2	0	0	0	0
5051	304	307	274	320	260	315
101928216	46	46	65	71	88	82
2134	212	201	266	365	414	386
7780	68	84	92	114	105	111
105376910	1	4	5	8	5	8
84676	3696	3469	3719	4500	4940	4843
149420	124	160	135	139	116	92
105376886	0	2	0	0	0	0
79927	27	22	25	56	49	56
110806296	0	0	0	0	0	1
51042	218	191	242	301	303	316
10256	261	260	299	303	236	294
378807	1	0	0	1	0	3
101928303	37	37	27	22	16	23
64793	572	564	563	584	597	561
83442	928	904	909	877	905	906
91544	205	172	233	188	175	164
1043	1	1	1	0	1	2
55057	135	131	141	233	233	228
257101	0	0	0	2	0	1
79727	254	256	197	131	155	168
79947	713	694	670	752	745	798
101928324	13	8	3	8	3	9
3151	2832	2867	2815	2589	2474	2412
6195	338	383	344	436	413	415
100302190	0	0	0	0	0	0
105376888	0	2	0	0	0	0
101928728	12	5	8	9	10	7
8289	2766	2479	2582	2726	2706	2936
55650	302	316	267	298	306	306
84243	1002	996	1013	948	860	912
2810	359	383	417	443	424	490
54707	749	734	783	811	807	840
63906	309	279	279	336	304	294
10726	2134	2142	2220	1989	2033	2046
8431	32	27	39	33	35	38
126695	145	115	171	200	196	206
388610	381	390	388	518	586	618
115572	473	445	519	524	533	572
101928391	1	1	0	0	1	0
6548	664	596	683	599	647	644
102723760	0	0	0	0	0	0
105376890	0	0	0	0	0	0
23038	1410	1344	1449	1207	1241	1306
84065	699	720	874	836	833	841
644961	33	41	32	29	19	25
84958	652	594	705	995	986	1033
9064	212	213	247	282	265	310
8547	2	2	0	0	2	0
388611	4	3	3	2	3	4
2827	52	56	66	48	65	62
10163	3257	3113	3008	2965	2877	2965
105376892	35	31	32	36	41	40
27245	1371	1305	1539	1619	1733	1820
2268	0	1	0	1	1	1
111216282	0	0	0	0	0	0
2537	136	142	144	141	152	157
199870	122	133	122	107	120	149
23673	598	699	589	625	606	586
5511	856	983	848	853	819	829
677774	2	4	0	1	0	0
9473	3	5	3	9	7	6
6118	1008	974	834	856	815	799
27293	90	90	98	67	92	92
55113	365	312	342	342	352	325
2140	562	608	491	616	551	566
5724	4	3	6	2	6	3
22826	2052	2058	1889	1904	2030	1954
93974	1696	1731	1714	2231	2287	2421
83667	720	742	680	1296	1360	1395
54797	381	374	341	338	364	384
65979	1107	1053	932	899	876	913
1104	712	754	759	568	556	546
8420	578	560	494	668	636	726
6080	6	9	6	15	18	17
26768	4	9	4	8	12	9
54952	412	422	363	414	421	443
85028	220	227	205	231	236	232
692212	7	5	6	4	9	9
677838	23	19	14	19	19	14
677825	8	15	10	12	11	15
692073	18	21	18	27	31	22
115273	47	48	59	47	42	46
6883	321	289	295	327	355	329
105378616	4	2	2	4	4	3
26824	0	0	0	0	0	0
10691	325	361	306	286	280	289
51441	1467	1437	1324	1394	1447	1577
4985	15	19	13	29	38	31
2035	991	914	931	794	789	813
399474	335	355	404	432	430	400
6429	1894	1906	2098	1709	1689	1728
51102	525	528	553	604	646	687
10076	1734	1663	1921	2375	2464	2466
101928460	0	0	1	0	1	1
107984933	0	0	0	0	0	0
107984934	0	0	0	0	0	0
101929406	0	0	0	0	0	0
105378617	0	0	0	0	0	0
105378618	0	0	0	0	1	0
4146	22	21	27	34	34	36
100129196	29	23	31	49	44	43
7805	7	4	3	3	4	3
100616164	0	0	0	0	0	0
105378620	0	0	0	0	0	0
105378621	0	0	0	0	0	0
105378622	1	2	3	1	3	4
400748	0	0	0	0	0	0
9672	1803	1780	1951	2406	2438	2430
9698	2325	2242	2289	2377	2253	2290
692234	11	5	4	7	4	3
692235	4	4	2	5	3	5
692200	0	0	0	1	0	0
107984935	3	2	2	0	5	1
79570	20	22	20	11	8	13
9410	540	552	491	482	483	491
51538	777	820	784	902	787	804
2170	13012	13062	14217	13949	15037	14694
105378623	0	0	0	0	0	0
107985470	0	1	0	0	0	1
347735	541	492	597	678	633	716
105378625	2	0	1	1	3	2
105379772	0	0	0	0	0	0
149086	0	0	0	0	0	1
284551	0	1	1	0	0	0
105378626	12	20	20	14	14	18
64129	887	883	1044	1463	1517	1496
3061	186	174	166	181	205	216
553115	1585	1465	1601	1682	1804	1845
107985471	67	51	63	67	63	69
105378628	4	2	4	2	4	6
1307	1740	1750	2000	1819	1763	1838
101929444	19	23	15	35	30	19
576	1574	1536	1963	2439	2451	2549
100423028	2	2	0	1	2	1
90853	9	4	11	14	13	26
8073	2721	2668	2425	2288	2235	2179
10657	2459	2619	2320	1933	1770	1832
55116	292	277	319	269	308	324
100847018	0	0	0	1	0	0
23633	1864	1768	1572	1698	1750	1756
200081	1512	1355	1509	1501	1454	1421
79140	554	553	725	550	543	526
56063	278	289	318	300	314	315
55721	93	78	81	69	63	59
149069	29	26	27	42	22	32
8668	2995	2803	2963	2846	2878	2938
339483	141	132	130	158	143	164
84734	24	29	22	17	20	14
3932	4	1	3	1	2	0
3065	1968	1829	1785	1489	1475	1527
65108	4083	3858	4191	3751	3682	4009
105378629	6	5	7	13	6	11
81629	57	48	46	62	57	42
100128071	26	23	36	44	51	35
55108	1170	1201	1205	1193	1258	1338
728116	122	143	116	100	74	82
653121	191	215	166	184	185	181
102723870	1	0	6	7	1	4
339487	409	368	401	367	321	361
5928	3680	3636	3127	2818	2715	2710
81493	613	702	571	496	444	373
57648	2288	2175	2358	2098	2089	2184
8565	2204	2066	1997	1763	1691	1794
64766	536	589	394	469	465	424
252995	348	324	320	257	271	267
105378631	0	0	0	0	0	4
3208	19	19	27	21	22	23
113452	277	303	314	396	371	365
105378632	3	1	3	1	2	2
127544	376	331	344	462	431	458
204	3100	3046	2799	3001	3002	3099
105378635	0	1	0	0	0	0
113451	59	58	56	55	76	70
112268224	2	1	2	3	2	0
55223	201	200	223	280	270	293
149076	970	879	957	1002	999	1048
127550	1	1	2	0	1	0
1912	1785	1739	1762	1775	1791	1814
100500853	71	58	83	75	68	81
101929464	1	2	2	3	1	4
7579	204	179	188	175	164	182
114784	13	21	23	15	23	19
105378638	0	0	0	0	0	0
127540	0	0	0	0	0	0
402779	0	0	0	0	0	0
84970	1	0	0	0	0	0
105378639	0	0	0	0	0	0
105378640	0	0	0	0	0	0
105378641	0	0	0	0	0	0
693137	0	0	0	0	0	0
105378642	1	3	1	3	0	2
2709	11	22	25	12	17	19
127534	2	1	3	1	2	2
2707	31	33	35	12	19	14
2701	6	6	2	7	4	3
113444	632	668	641	752	810	727
58512	12	3	10	14	17	15
653160	30	25	21	46	37	31
100506144	62	58	51	68	69	55
9204	409	453	364	358	345	327
79830	152	195	128	170	104	102
105378644	3	2	2	0	1	0
6421	5524	5656	5018	5013	4476	4508
9202	1370	1313	1167	1045	937	924
100861513	18	22	17	18	9	15
79932	1801	1665	1693	1787	1755	1851
23154	606	576	651	793	832	847
339488	36	40	44	46	28	35
105378645	3	7	7	4	5	11
5690	2299	2308	2126	2290	2338	2402
105378646	0	0	0	0	0	0
127703	116	101	107	106	100	78
63967	146	154	163	110	77	85
192670	707	770	652	565	548	551
26523	732	739	703	582	502	529
192669	681	678	596	599	485	532
105378647	0	0	0	0	0	1
27285	21	20	28	12	15	14
54936	681	622	749	790	741	760
1296	279	316	321	134	122	133
27095	1245	1135	1150	1243	1165	1218
55700	1926	1959	2302	2452	2469	2555
9967	2821	2784	2665	2552	2473	2600
79729	1156	1184	1275	1407	1369	1392
55194	482	524	669	697	701	681
83931	1266	1150	1323	1423	1409	1411
84967	427	423	539	450	517	512
127700	151	143	138	139	138	178
109616970	0	1	1	1	2	0
107984940	7	7	1	1	2	4
64960	1149	1119	998	1049	1054	1065
1441	123	91	136	288	268	288
107984941	0	0	0	0	0	0
105378648	0	0	0	0	0	0
2899	2	1	1	1	0	3
100422898	0	0	0	0	0	0
107984942	1	0	1	1	0	1
