,GSM3673216,GSM3673217,GSM3673218,GSM3673219,GSM3673220,GSM3673221,GSM3673222,GSM3673223
FHAD1,5.4452524073285,3.16625263536256,5.29278333136106,5.5314813951964,5.08279038715512,4.52725812252753,3.5686741892616,4.79935872046812
EFHD2,10.6152705894684,11.6736769088021,10.1745301571404,10.9032274623401,11.3054945272126,10.9899775687198,10.5910655670625,10.855897396586
CASP9,7.12837143189308,7.47647936928406,7.3971122420848,7.41699164662194,7.79685351914576,7.27206599208192,7.70596734312592,7.51254405845434
DNAJC16,9.27642073519181,8.57255206077557,9.03244814471368,9.1733846001553,7.98148438483521,8.77178486621548,8.81988880589041,8.66269579510864
AGMAT,5.94236781206723,5.17390002704603,5.35531263270715,6.43867397926324,5.45976214063099,5.22813351263845,4.66941682137703,5.36694661926685
DDI2,9.61412920637674,8.22566188097086,8.86256853868646,9.07275172419652,7.62260368661041,8.28711803750695,8.66438208774666,8.47696738424932
RSC1A1,6.9568466084056,5.0403874378159,6.06569923187831,6.16306616549791,5.23592115113854,5.46824376117463,5.42971498637778,5.6651268732329
PLEKHM2,11.4528229935293,11.6036618979566,11.8020993505854,11.6093011032413,13.0110770812626,12.1262182310738,12.6375596023115,11.2554453959496
SLC25A34,2.6387352808349,3.40225061373854,3.27527945744828,2.31312372050559,4.49217627421278,4.29758093246055,4.22157392165191,2.87115891473637
FBLIM1,4.54875049880017,4.54448138134436,4.26542479596202,4.26754064452452,6.82763122742874,5.35317812814406,3.5686741892616,4.13593557042328
UQCRHL,7.13605193802551,6.71015285676699,7.30506842634077,7.55738054285542,7.68601293058886,7.46453420818945,7.49407244138925,7.09598054296713
SPEN-AS1,6.25607608471352,6.33576901849509,6.15629156615832,6.21023803292308,6.50486140945216,6.33542204498451,5.89241234355376,6.27775949421508
SPEN,10.4167592633874,9.7200455727175,9.59235672187981,9.51765053206053,9.92746220092444,10.2275840003044,10.4733356990289,9.49402358446079
ZBTB17,8.5017130449534,8.75942181582831,8.38160355850855,8.53513844687836,9.50603255931028,8.6429862308685,9.03312446370624,8.28581339715274
SRARP,3.99428352077181,6.91476536534067,5.88675125412396,5.37468162236772,7.33677703984018,6.15823844041951,5.42971498637778,6.72808723499826
HSPB7,3.20401551017637,4.89324720789698,3.13973881392361,4.53789513849511,6.16671814306223,3.58850484916931,5.51788282814967,3.01900662427627
FAM131C,6.51360447497957,7.66972725044305,6.78647916684354,6.37109414977468,6.50486140945216,6.70746434537215,7.82307772410787,6.54502934641632
EPHA2,4.87675181251161,5.8687673022028,3.97811392820543,3.93456230266905,6.62066242464195,6.88365003263442,4.22157392165191,3.76903679226445
CPLANE2,6.86739784905456,6.59582343145995,6.82012253764475,6.45181820803448,7.70362949392225,7.15670667050764,7.43867803945356,6.58116892437512
FBXO42,9.02458043685922,8.16279857970804,8.70641914720277,8.82000086959481,8.07919414096391,8.0304789913749,8.72583569560938,8.68777385990944
